Store,n,rmspe_lgbm,rmse_lgbm,mape_lgbm,mean_true
292,18.0,2.010943826091961,4607.6657088872,107.41089038149734,6374.611111111111
909,22.0,0.914555985146143,5950.333678751405,52.74720087732461,13695.454545454546
876,22.0,0.5098089224439074,4858.093248662623,32.52389125291584,10458.181818181818
782,36.0,0.4792981131892138,1099.6664143641906,21.73710002010173,5301.305555555556
183,31.0,0.3278074894256955,2327.368791753563,27.403290081103616,6093.129032258064
534,36.0,0.3241970087902114,1695.0039196815922,21.35734715773332,7641.777777777777
636,36.0,0.2508295383683529,1588.6118662514948,20.81663261262084,6597.361111111111
612,36.0,0.2402793722429358,1186.2781583027122,15.758075078417033,6439.833333333333
279,36.0,0.2392425569540258,1982.0745149798256,17.19329322621651,9747.305555555557
710,36.0,0.2362981599272164,997.3009488307164,18.4504149917601,4667.75
1014,36.0,0.2351118214595379,1664.9737774161506,14.746014867377,9851.722222222224
695,36.0,0.2277787074847848,1027.5813170731635,16.397516100671073,5507.944444444444
269,36.0,0.226189693666404,1433.4777071108788,15.082385194280295,7711.861111111111
1073,36.0,0.2239645775276818,1622.0852313222672,14.252583584496376,9074.055555555557
198,36.0,0.2221336112917576,402.8272106732476,14.899941580263745,2762.3611111111113
575,36.0,0.219541827806752,968.1557142059276,15.209634024162424,5140.25
516,36.0,0.2172226325880703,944.5282133682636,13.94662489904834,5814.0
271,36.0,0.210474304637093,1007.3222944269548,14.836465293677945,7631.805555555556
956,36.0,0.2093943573509769,504.39106608688985,13.99772093189272,3069.972222222222
1111,36.0,0.2040408138920263,892.6181192593941,13.44688837641457,4673.222222222223
518,36.0,0.2018855262920782,1137.0759724833863,15.489686419864713,6021.388888888889
984,36.0,0.199463526816811,1126.56258390092,13.45932666378844,6135.0
607,36.0,0.1985141592982457,487.95393072295127,12.676926080332828,3636.305555555556
13,36.0,0.1971158594470597,1195.6783173402375,14.364249826354095,5244.583333333333
123,36.0,0.1969483388432991,924.8215043391272,11.242331397120466,8125.833333333333
737,36.0,0.1955708325774573,1000.2975471888536,14.235092500818896,6133.777777777777
898,36.0,0.1943908415091436,997.9458157416984,14.039573022611808,6477.055555555556
437,36.0,0.1941878485086205,1274.710815661285,15.446154937114368,7271.472222222223
1019,36.0,0.1910485821335591,1460.7806267081698,13.38378109026474,8500.805555555555
256,36.0,0.1865050217730706,1303.23843860452,11.9793073689736,8121.75
501,36.0,0.1845650919676904,608.7663535313525,11.800349210850486,4858.527777777777
139,36.0,0.1842845302977756,958.9168400268478,13.03836171789284,6461.527777777777
994,36.0,0.1837282972951076,810.3659406945169,12.735347408804836,4754.194444444444
988,36.0,0.1819158998329344,858.3018926531128,13.757071752814603,5090.277777777777
155,36.0,0.1799646522909381,1162.8914606901967,13.29441368203426,6631.194444444444
1003,36.0,0.1793930589080885,1300.9666708071898,13.640593480448404,6644.444444444444
947,36.0,0.1792025446615646,1065.9604136863973,12.023992001498614,7589.861111111111
926,36.0,0.1787401554114077,1146.8999084282325,12.451453729597633,7187.055555555556
701,36.0,0.1782180333449782,971.328972390739,12.841476150236764,5786.5
58,36.0,0.1777802382000977,1259.8079219776323,13.54019260513574,7121.583333333333
582,36.0,0.1760719396561731,915.4405103848574,11.600223376421548,6160.361111111111
1069,36.0,0.1755789213483471,783.0044608757909,11.067256115703229,6233.833333333333
675,36.0,0.1751587597006055,619.2571722646892,12.62523405831258,3619.6111111111113
27,36.0,0.1749002028350094,1313.485391193178,10.606887982864158,9335.055555555557
685,36.0,0.1744493733798447,977.7014766492208,13.967958834898496,5493.5
244,36.0,0.1744139918400803,863.2882873205317,12.621646831834513,5197.361111111111
983,36.0,0.1730218182300395,1310.8977851501863,12.407695688253176,8204.111111111111
1028,36.0,0.172896733125754,771.8162167133007,11.844199673927504,4905.777777777777
1039,36.0,0.1728880116952405,1254.018603514089,10.64452396213536,7962.833333333333
102,36.0,0.1724461898242944,1098.598436697012,11.907255088031777,6897.638888888889
427,36.0,0.1724424120200765,1374.1894299167027,13.054354224841818,7540.0
86,36.0,0.1720257276648628,693.2962951496905,12.577741567941828,4389.25
657,36.0,0.1720073924959456,892.2259783904535,13.128676297178083,5512.888888888889
550,36.0,0.1718341007214507,859.4601568753039,12.115335700184964,5168.972222222223
863,42.0,0.1716928560617373,849.5742157478791,11.245460898334406,8074.333333333333
206,36.0,0.1715155338272826,1135.972599619788,12.469910488026668,7564.083333333333
967,36.0,0.1713340288650366,1131.4165187997107,11.025846258800597,7922.138888888889
587,36.0,0.1710024257257704,1731.322910610584,13.782903066988297,10725.75
127,36.0,0.1707393111622043,917.6609109989924,12.94851180146503,5395.611111111111
916,36.0,0.1706509006529556,1002.5074660293528,12.792333951653232,5538.388888888889
46,36.0,0.1706276397343075,944.640134316654,13.452998533393584,5217.166666666667
302,36.0,0.1700099768752212,604.584854548296,12.837995986630371,3775.555555555556
839,36.0,0.1687320059376675,478.9398934597641,13.257931382458343,3731.3888888888887
149,36.0,0.1686632148178151,897.0191169161676,13.14550608319044,5564.222222222223
1107,36.0,0.167213250176715,1004.4207184883858,12.84548956908536,6293.111111111111
719,36.0,0.1670729572290595,825.7342970085949,14.092316755151485,5300.166666666667
970,36.0,0.1668090617583525,444.96608978102375,13.312339148550045,2765.6388888888887
751,36.0,0.1667605234669781,579.2158318559084,12.532097992840065,4005.777777777778
1037,36.0,0.1666684928917333,928.9000567594026,12.347821722551284,6208.361111111111
954,36.0,0.1661299132819825,977.544504843036,11.777021201861777,6535.027777777777
438,36.0,0.1660090745173607,852.7695885722528,12.501869958148648,5576.611111111111
554,36.0,0.1656265029823364,897.6409782569832,13.326167378837797,5560.472222222223
324,36.0,0.1653440129227271,745.3501697172585,12.380984682066666,5141.083333333333
850,36.0,0.1652943132310453,982.1704133632632,12.962946691410762,6128.833333333333
623,36.0,0.1652232295919732,968.288685845542,11.800243705510614,6579.555555555556
76,36.0,0.1641442610819522,1292.784403080112,9.984375380198198,9166.555555555557
877,37.0,0.1638420639194067,739.1835078006352,10.05997733985655,6540.8378378378375
957,36.0,0.1634373539799541,902.000303271128,10.006276437083097,7841.777777777777
535,36.0,0.1623956045554027,1021.043937468436,10.182340763029345,8047.777777777777
786,36.0,0.1621189139076027,392.4035682305935,11.61652025403667,3158.75
907,36.0,0.161999974624688,980.9162935919788,10.63134777548334,6654.361111111111
445,36.0,0.1611762474453329,1316.214800594419,11.472557183885243,8656.0
1074,36.0,0.1610825036166642,717.1332085561083,12.891706534019296,5018.194444444444
265,36.0,0.1608583457873434,692.7848859943032,9.687130108299607,5376.944444444444
1109,36.0,0.1606076004312536,747.7351931905099,10.950603892824226,4835.527777777777
899,36.0,0.1605097057097302,677.3424922165398,12.178605872104246,4918.833333333333
629,36.0,0.160431152686081,964.9282481914496,12.224330962735998,6223.861111111111
927,36.0,0.1603208670139881,875.7518535247136,10.930613810560082,6293.138888888889
397,36.0,0.1599126326355222,713.1860586224996,9.574415152036414,5836.916666666667
563,36.0,0.1598767857475373,616.2226195502575,11.687027443461202,4336.111111111111
776,36.0,0.1597777752804171,727.966910963474,12.43373570766822,4750.305555555556
1112,36.0,0.1596288531550138,1257.9656661482816,10.809397464239767,8555.472222222223
286,36.0,0.1585904947137527,458.32395050763984,11.69476704372431,3663.472222222222
454,36.0,0.158351751615341,529.7267938535135,10.361015930846175,5890.722222222223
915,36.0,0.1582387976297858,898.5787147341184,11.62504550369828,6801.611111111111
757,36.0,0.1578466539433672,847.0117635034298,10.03927821371746,6946.416666666667
854,36.0,0.1577738748922692,868.0835057689453,12.386141564974732,5964.0
254,36.0,0.1577568326429743,480.92420774283033,12.787202251578783,3083.5555555555557
74,36.0,0.1577567210950799,774.4144796048869,10.794153955687596,5825.75
678,36.0,0.157550251297645,1110.7127695726442,11.492235600727062,7427.805555555556
1056,36.0,0.156974407317457,687.825177111788,12.560354654054748,4678.5
905,36.0,0.1566390526110209,848.3947711773034,10.250488438925496,6542.444444444444
1027,36.0,0.1565492148941196,1705.8098572970214,11.164276446107786,12365.527777777776
522,36.0,0.1564216778942969,1303.3598708313054,11.887453403276988,8826.638888888889
977,36.0,0.1563798043580159,730.99739741638,12.354498877505932,4440.111111111111
510,36.0,0.1561979238704237,887.9398695605427,9.15355218863317,8062.416666666667
715,36.0,0.1558877087871739,695.4250801707068,10.663759300487635,6237.388888888889
691,36.0,0.1558515471858768,1103.5061065046575,10.590545871767205,7988.277777777777
514,36.0,0.1557462515762682,853.4585495547369,12.24916785372076,5837.722222222223
836,36.0,0.1557158889517828,676.0049896684444,10.364651292203414,6103.861111111111
90,36.0,0.1555483998149502,1082.3915080156262,9.755907304880523,8310.444444444445
1088,36.0,0.1554819406543789,748.1970090401758,11.814420516696275,4887.166666666667
996,36.0,0.1552414012667191,945.643844789066,11.097984690515643,6962.694444444444
665,36.0,0.1544417435247259,902.228024759933,9.69564435659332,7893.027777777777
288,36.0,0.1543427170761794,749.3751595322203,12.670638655724566,5433.888888888889
630,36.0,0.1538075541273148,720.5848408012107,11.64729522028474,5893.5
526,36.0,0.1531155871315797,1101.446010073623,10.06042764929112,10336.527777777776
645,36.0,0.1528920909867113,1371.638703983433,9.680309205734178,10682.222222222224
137,36.0,0.1528757332607106,1031.6305068347192,10.49156639145826,7805.694444444444
253,36.0,0.1527040687447192,766.8078518581867,11.111726092205956,5535.722222222223
692,36.0,0.1525268635712209,1086.4580634104716,11.002304583091504,6359.111111111111
209,42.0,0.1524978220878426,801.6684670133076,11.419261949812544,6216.285714285715
840,36.0,0.1524203157153271,672.6366766923566,10.370741412399116,6255.361111111111
400,36.0,0.1524119213499622,1148.6702974436482,10.095374397882848,8533.75
908,36.0,0.1522484264089758,644.9989098033793,11.806801818019196,3964.3333333333335
743,36.0,0.1521770642157929,520.7006521139443,11.32965424329177,3811.1111111111113
848,36.0,0.1521701253450193,1018.0142589651518,12.215284450287797,6982.916666666667
466,36.0,0.1520858973610124,980.4561297845707,11.260661180700028,7431.138888888889
557,36.0,0.1518802482768564,595.6568881186853,11.553752980343756,4021.944444444444
633,36.0,0.1517543306596143,1015.2793905966096,11.68515410384616,7127.666666666667
975,36.0,0.1515762356574139,968.4830666948516,10.02636271401965,7351.555555555556
693,36.0,0.1514613616499658,896.965738441166,11.113906213737971,6441.694444444444
61,36.0,0.151233176466888,878.7777295757584,12.44597893330743,5403.638888888889
641,36.0,0.1510299235960503,579.8765636811496,9.384749771226884,5077.416666666667
1044,36.0,0.1508958998500344,854.891748473878,11.91488674491363,5928.222222222223
942,36.0,0.1508944032138101,876.850787296635,10.620608181375864,6447.305555555556
401,36.0,0.1503723313139743,820.9956636455655,11.571188341479203,7325.083333333333
736,36.0,0.1494993798699458,654.5641957348546,11.193303208616094,4873.972222222223
713,36.0,0.1493944965412504,1295.370069707446,11.527713874535712,9025.888888888889
1076,36.0,0.1486590240336969,561.9283370153718,11.53362987069962,3883.25
517,36.0,0.1485913645002722,641.438748666746,9.745914714120572,6241.861111111111
795,36.0,0.148388325380659,574.7468831921516,12.159655710817104,4341.666666666667
871,36.0,0.1480095476895787,949.1037003570572,11.119294924052586,6986.722222222223
343,36.0,0.1479390949090732,1070.7769252894964,10.663528587376984,7575.416666666667
964,36.0,0.1477816287954277,1177.9634899361238,10.398462840737889,8902.25
846,36.0,0.1475860619609756,1245.709252328592,9.882239246248073,9011.444444444443
962,36.0,0.1475718776906653,876.5247341762081,11.011001354874962,6415.361111111111
456,36.0,0.1475017934163687,717.8838652289331,9.753318423547782,5740.166666666667
703,36.0,0.1474559411235858,439.1197367203687,11.007992333091249,3085.1388888888887
307,36.0,0.1473493802969679,298.11919077468355,11.156585037101694,2634.722222222222
928,36.0,0.1469424549112598,960.9690043667838,10.405335309053871,7746.666666666667
267,36.0,0.1469207960946304,1389.368028600444,11.988207850607257,9424.583333333334
1094,36.0,0.1468968454498608,623.6550911824328,10.48866556808577,4932.361111111111
918,36.0,0.146544780541331,657.7679946450131,11.295226625426617,5082.555555555556
965,36.0,0.1464405557250512,963.937646640112,10.165052971915207,7897.472222222223
417,36.0,0.1461527563779857,961.8777648830556,11.533195112941634,6792.388888888889
654,36.0,0.1460348306823597,680.8292279104508,10.225618665702443,6616.333333333333
1012,36.0,0.1458829689207453,740.0190948984939,10.122852365011685,5659.75
628,36.0,0.1458615167593823,999.5374627603234,11.689340314799496,6147.944444444444
124,36.0,0.1456483377487146,671.328690285082,10.799753096478453,4413.694444444444
1023,36.0,0.1455180524481897,726.1698544930119,10.18545429477438,5671.027777777777
325,36.0,0.145474684558894,724.4355505827261,11.4777831153037,5963.027777777777
567,36.0,0.1453809024792838,592.2049296797786,10.41309844554195,4890.111111111111
845,36.0,0.1453630948376078,715.2255462597559,10.898498466197733,5082.5
869,36.0,0.145264110623702,690.1343280826449,10.203868457694734,5634.138888888889
913,36.0,0.1452430186139,1052.5495251769985,9.813602652167102,8667.222222222223
179,36.0,0.1451383238158969,981.8024164290416,10.217582804430997,7208.472222222223
617,36.0,0.1451096094630039,763.3196017171772,11.302768083578796,6504.305555555556
951,36.0,0.1450665668211488,1193.686517090145,10.446469069361958,7922.305555555556
402,36.0,0.1446132493659706,833.8949276667145,12.02513854921045,5865.138888888889
605,36.0,0.1442715763868245,1031.2030786790103,11.141726473328411,7441.444444444444
1081,42.0,0.1442585529831617,614.6890633210563,9.748354064739814,6448.785714285715
308,36.0,0.144255022890358,1138.361279189042,9.775870801979249,8722.472222222223
828,36.0,0.1440321784104405,586.4377935139026,10.66631765889362,5090.166666666667
561,36.0,0.1439096723198978,930.124439283878,8.559794107297733,6865.444444444444
716,36.0,0.1437968189096052,742.8972259577207,10.539756079239506,5641.416666666667
930,36.0,0.1437899374401644,1045.7983125757016,9.837710247151067,6837.166666666667
759,36.0,0.1434575583638125,871.4638630018874,10.309642682661444,7069.222222222223
979,36.0,0.1433788734965234,829.6442670309458,11.18074390946348,6531.666666666667
215,36.0,0.1433684764991601,877.9091073737371,11.429982169539436,6324.583333333333
449,36.0,0.1433141195737279,1229.9671550137316,9.605675241736956,10489.166666666666
42,36.0,0.1429777824103769,1377.3908518394692,10.517048319305,9998.0
300,36.0,0.1427663527402482,1024.8094596930916,10.564067651034454,7625.888888888889
483,36.0,0.1424694058895342,548.6930985855114,11.318806617329331,4730.805555555556
170,36.0,0.1423568128359743,592.1356820366683,9.682619911289988,4107.611111111111
543,36.0,0.1422361286957336,370.0843307086355,11.469391367114646,2628.8611111111113
552,36.0,0.1421020456996969,1137.0798665390496,10.950374522610383,7605.194444444444
486,36.0,0.1420868879410362,606.0498662195376,11.2676906776137,4307.5
1011,36.0,0.1420520970731587,931.5455510079498,11.016790550971972,7045.888888888889
330,36.0,0.1420402507128484,500.9667888241413,11.18829558329406,3917.1388888888887
541,36.0,0.1420322203356021,843.2287831360925,10.36043264429787,6778.277777777777
739,36.0,0.1418387569301041,1428.3277711342123,11.673370999913883,10426.5
730,36.0,0.1415532689438054,910.519357740308,10.474258142550704,7166.527777777777
24,36.0,0.1415286766835933,1214.0953249885354,9.238550447445675,9724.583333333334
298,36.0,0.1414001154760648,1112.9121916255312,10.288453141961218,8497.138888888889
220,36.0,0.1413928725771316,740.7150955809348,11.932843667265397,4707.527777777777
688,36.0,0.1412203427544976,418.5991621027909,10.181296739261864,3558.8888888888887
822,36.0,0.1412044107273698,920.0918612085612,10.8733256180258,7449.611111111111
350,36.0,0.1406450192206801,833.8954434085398,8.945205111090416,7072.388888888889
724,36.0,0.1402463095958789,807.2442916228412,8.60267397752035,6731.055555555556
461,36.0,0.1400175207609638,602.286394375608,10.572104065871498,4672.944444444444
299,42.0,0.1395675071762383,936.2983466430828,10.225229039759787,8361.857142857143
924,36.0,0.1394535968173388,587.4508456229239,11.747702723539224,4423.972222222223
530,42.0,0.1394397228444215,1024.9816106839348,11.647556142992148,6944.619047619048
717,36.0,0.1393752437992789,732.1406903311757,10.304799806959638,5239.166666666667
60,36.0,0.1391914963252895,1086.126379265616,10.818806506095347,8751.0
571,36.0,0.1391199038983438,1095.816158418252,10.614904688066346,8367.361111111111
475,36.0,0.138664922570332,799.8200798167218,9.7217750973811,6132.861111111111
99,36.0,0.1385231526227709,733.779596818046,11.58463879986514,5628.888888888889
852,36.0,0.1385125677899055,501.2714883517292,10.191964898730452,4339.222222222223
453,42.0,0.1383911806565547,1344.1890107484785,10.687543584282649,10370.047619047618
750,36.0,0.1382463623262294,712.4879206898827,10.979130785493844,4884.055555555556
625,36.0,0.1382390428799432,789.2529818084574,9.074250527755243,6158.638888888889
973,36.0,0.1378601902331082,1022.1621256282556,10.853469642494307,6899.222222222223
405,36.0,0.1376020441082912,511.98626943106666,10.728156859390277,4431.861111111111
455,36.0,0.1374533635563242,1136.8452605236027,10.776822329499575,8147.944444444444
829,36.0,0.137407480115171,664.0693378947993,9.341189225822944,5667.861111111111
223,36.0,0.1371651541239955,928.2637912488958,9.472140620102405,7096.388888888889
242,36.0,0.1371115774091488,528.8794933983447,11.300877373447962,4057.0
705,36.0,0.1369809325432008,931.0418028227416,10.919045730157896,7859.305555555556
268,36.0,0.1369384392504468,683.387234092764,10.41748452920869,4702.416666666667
93,36.0,0.1368072786291802,714.2262706520315,10.063412688023751,5738.194444444444
176,36.0,0.136758661689843,560.238861498261,9.556365137372962,4931.972222222223
662,36.0,0.1365241694982897,994.304241112126,10.632217886850253,7827.888888888889
419,36.0,0.1364585254228651,638.9071111927373,11.490739866467232,5112.638888888889
881,36.0,0.1363978474904504,542.3086183593902,11.486563961558891,4032.6666666666665
410,36.0,0.1363185284077262,751.3035880689868,9.95417182711556,6262.388888888889
329,36.0,0.1361291067999402,807.3183833173354,9.85945054243193,6646.472222222223
177,36.0,0.1359425129385252,438.61216005476206,10.519383220033436,3686.027777777778
509,36.0,0.1359030202545976,762.426188216195,9.892066308913288,6056.555555555556
696,36.0,0.1358941399196241,1209.933488123876,11.460798161356008,9076.194444444443
841,36.0,0.1358033924858581,331.8356490983541,11.23809390557648,2514.25
992,36.0,0.1356672770259184,602.7829370093862,9.32439309754461,5034.361111111111
867,42.0,0.1356246291362328,492.8918531793845,9.516439397217228,4676.690476190476
338,36.0,0.1355392316922946,863.8660863811943,9.673046624781138,6807.027777777777
891,36.0,0.1354963422472215,940.7811171421554,10.998244110819256,7337.583333333333
385,36.0,0.1354716064570389,876.7378872031603,10.869633817058808,7179.805555555556
345,36.0,0.1354412483035674,624.4049506334514,11.30753994206662,4350.25
831,36.0,0.1351488269855707,1269.5405099054908,8.69717173155411,12018.194444444443
997,36.0,0.1350065938663277,637.1190763806819,11.433022036570357,4943.027777777777
503,36.0,0.1349574756991287,897.9118873347296,9.880139605600707,6909.916666666667
16,36.0,0.1349139664859683,900.2114806296098,8.870805375111068,8134.722222222223
29,36.0,0.1346952542079784,992.8744310364268,10.12093907568941,7827.916666666667
886,36.0,0.1345594005662775,770.7759143008952,9.864756225291046,6719.638888888889
708,36.0,0.1345524451277331,775.6110452863592,9.92095117428082,5832.416666666667
502,36.0,0.1344975834174844,1169.119119586073,9.485863265509884,10209.861111111111
166,36.0,0.1343318139709036,765.9283155544877,10.21866299303551,5521.694444444444
55,36.0,0.1340199376692163,596.6673589631563,11.08482775085125,4938.361111111111
785,36.0,0.1338308900214712,988.7020202126064,10.00922194479478,7267.055555555556
135,36.0,0.1336610128559995,799.8226964839201,9.764805591251118,6213.305555555556
982,36.0,0.1336340044828384,930.6561556312608,9.689553841442002,8251.111111111111
722,36.0,0.1334310227384819,931.8454665325823,9.610317492082933,7563.583333333333
67,36.0,0.1333684962546156,898.6818561695923,8.48619879729109,8206.611111111111
83,36.0,0.1333302157842933,424.80165439368034,10.698167826619043,3658.444444444444
238,36.0,0.1332211542256516,859.199105378927,8.763425324422816,7150.5
779,36.0,0.1330642709816908,556.117283450744,8.443705384952068,6876.611111111111
683,36.0,0.1330484977310316,837.5580777711473,7.838869264705332,7941.055555555556
932,36.0,0.1330420664057489,982.4912999503229,8.346020115849246,7440.0
1058,36.0,0.1330056834169531,764.5365591744894,8.898839522171155,6987.277777777777
114,36.0,0.1330024842373437,611.5338674376671,9.99489084093953,5182.944444444444
684,36.0,0.1329410223807774,1107.7140044068417,10.778436124449486,8998.25
894,36.0,0.1329288696580355,864.4781542429254,8.376633684261455,8228.694444444445
753,36.0,0.1328355095189641,925.4227712265216,9.6399948584675,7849.0
589,36.0,0.1328187039154569,758.0473056390857,10.373432556833812,5107.583333333333
540,36.0,0.1327982630146835,907.6114296786562,10.656328877190203,7011.777777777777
72,36.0,0.13275830214918,637.4705089111235,10.72931153374301,4428.861111111111
547,36.0,0.1326690901107279,833.9142732448873,10.870038230354844,6255.416666666667
576,36.0,0.1324134638538424,742.1554484541521,9.990586055569366,6629.166666666667
41,36.0,0.1320794778280639,725.2561798133426,10.348450706239923,5684.666666666667
275,36.0,0.1320315218544602,903.521853193576,9.636833104944747,6761.888888888889
649,36.0,0.1320077441838849,469.213942117879,10.126681132263236,3573.3611111111113
59,36.0,0.131878836191172,633.4274858009614,9.730300526725314,5300.944444444444
793,36.0,0.1314775997779192,563.8818132909722,9.900674435050098,4839.027777777777
291,36.0,0.1313100605074985,792.7861369460248,8.809148575978867,7743.583333333333
213,36.0,0.1313079517918317,1005.8993810835686,8.876205731231007,8440.111111111111
542,36.0,0.1309446880250782,729.0458696697456,10.11358820550793,6089.972222222223
